,Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
22176,VivaAerobús,1,"2I would not recommend this airline""",24th December 2021,True,"  The people at the Monterey airport were very rude. I had a connecting flight and they tried to charge me almost $200 just because I happened to go over by 2pounds over weight on my carry on. When I tried to distribute my items to lose to pounds they decided to weigh the other peoples items just to make me feel bad and on top of that they did not let me take any food overboard and made me throw all of it away. I would not recommend this airline, staff are very rude and none of them did the slightest thing to help instead tried to guilt trip me. Avoid airline if possible I know its cheap but their costumer care is always in a bad mood and will do about anything to charge you extra.",,Solo Leisure,Economy Class,Monterey to Guadalajara,December 2021,1.0,1.0,1.0,1.0,,,1.0,no
22177,VivaAerobús,1,"""Terrible and rude customer service""",8th December 2021,False,"  Cancelled my flight twice, both the day of a couple of hours before. They never refunded me, was forced to buy day of flights that were over $500, the flights that weren’t cancelled all got delayed and my last flight got switched gates 3 times all while we were supposed to be boarding. Terrible and rude customer service in person and non-existent online. Never ever ever again.",,Solo Leisure,Business Class,Cancún to Reynosa,December 2021,1.0,1.0,1.0,1.0,1.0,,1.0,no
22178,VivaAerobús,1,"""Don’t take a risk with this airline""",5th December 2021,False,"  This airline is a criminal enterprise. They moved my flight up by 10 hours and sent me a notification about the update 2 hours after the new departure time. How is this even legal? Don’t take a risk with this airline, because they will just steal your money.",,Solo Leisure,Economy Class,Mexico City to San Antonio,December 2021,1.0,1.0,,1.0,,,1.0,no
22179,VivaAerobús,1,"""They are unreliable""",6th November 2021,True,"  I had a flight from Tijuana to Puerto Escondido on November 5th. First, they delayed the flight a few days before, which is pretty typical of them. When I was in the terminal everyone was confused on which flights were flying from which gate and there were no employees there to help at the kiosks. After an hour of being in the terminal I was able to find my gate, which wasn't showing the correct information or have someone manning the kiosk. When the flight was delayed another hour, no one told all of us waiting through any means of communication, we all had to swarm the attendant when he walked by. Our flight was delayed another hour and an hour after that it was canceled. The front kiosk gave everyone a number to call, which did not work and told everyone to go to the front check in to ask questions. I waited for three hours to talk to someone at the front desk and literally all she gave me was the same faulty phone number and as option to have my flight for 11.30pm 2 nights later. Everyone was upset and some people had their flights canceled two nights in a row and no compensation for the inconvenience. I didn't trust the airline to actually have a flight that would be reliable so I flew back home from San Diego. VivaAerobus claimed the reason for the cancellation was the fog, but I literally flew out of San Diego a few hours later, an hour away. Some planes were still landing at Tijuana and there wasn't much fog. The worst part was trying to get a hold of the company. I had been calling and trying different menus for hours in the airport and talking in circles with the bot. Whenever I got a hold of someone, they would transfer me and drop my call. Terrible communication and it's impossible to get a real person. When I finally reached the manager, they helped very little and only gave a refund on the flight they canceled, not the flight that I had as my return (which I couldn't even use since I wasn't there!) Overall a terrible experience with both the airlines at the airport, the manager, and the call center. Don't use this airline if you want to get somewhere within a couple of days. They are unreliable and don't compensate when they don't deliver on their promises.",,Solo Leisure,Economy Class,Tijuana to Mexico City,November 2021,1.0,1.0,,1.0,,,1.0,no
22180,VivaAerobús,1,"""an attempt to charge you extra""",6th November 2021,True,"  Do yourself a favor, when they ask you to line up to check bags before boarding, just skip it. It's only an attempt to charge you extra. I had a backpack and a ukulele with me. I was told at the check in counter that the ukulele was fine. Then in this second bag check line the guy said I had to pay a $599 peso fee ($30 USD) for special handling of the instrument. I was not happy about this as the instrument is much smaller than the majority of the carry ons that people had. I didn't have a choice, the instrument wasn't even mine, I was bringing it for a friend. I paid the fee thinking they were going to put it somewhere secure for me. No, I showed the stewardess my receipt and she said just put it in the overhead. Seriously? Then what was the fee for? I put it in the overhead and it fit perfectly front to back. They were just making a grab for extra fees. I was angry, I should have never gotten in that line. I have messaged Viva Aerobus asking for a refund. I doubt I get it. I will try to dispute the charge with my card, because you can't charge a ""special handling fee"" and do nothing for it.",,Solo Leisure,Economy Class,Guadalajara to Puerto Vallarta,November 2021,2.0,1.0,,1.0,,,1.0,no
22181,VivaAerobús,1,"""not received my money back""",22nd October 2021,True,"  VivaAerobus cancelled my two flights a day before my flight. The options they gave did not work for me. I had to cancel and buy very expensive tickets with another airline, since Last minute flights are so expensive. It took me 40 minutes on the phone to get a refund, which was not automatically made to the card I used to buy, but a bank refund (why?) I was told to expect my refund in 7-10 days. Two weeks later I have not received my money back. ",,Couple Leisure,Economy Class,Houston to Mexico City,October 2021,,,,,,,1.0,no
22182,VivaAerobús,1,"""I am not at all impressed""",14th October 2021,True,"  As a travel agent, I enjoy testing different airlines. This is my first experience with Viva Aerobus, and I have to say, I am not at all impressed. My flight houston to Huatulco was changed by the airline - to a flight it isnt even possible for me to make as i wont even land in Houston until 3pm. (new flight at 10am) After 3 customer service calls, i ended up getting a voucher - it wont be available to use for 3 days. they could not rebook me Houston - Monterrey - Huatulco, even though there are flights available. The USA customer service line does not work, i had to call the Mexico customer service line (yes there is an English option) they would not issue a refund, even though this is a change they did they would only issue a voucher, agent #2 said the voucher is good for a year, agent #3 said the voucher is good for 120 days now I have to wait 3 days to use the voucher to do the Houston to Monterrey to Huatulco",,Business,Economy Class,Houston to Mexico City,October 2021,,,,,,,1.0,no
22183,VivaAerobús,1,"""better fly Volaris""",12th October 2021,True,"  Second time flying with them (first one was from CDMX to Los Cabos), and the company also delayed its flight. Its cheap, but better fly Volaris, sure indeed.",,Solo Leisure,Economy Class,Cancún to Ciudad de Mexico,October 2021,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
22184,VivaAerobús,1,"""terrible customer service""",14th September 2021,True,  Had trouble booking reservations took for ever to get them to charge card. Then had a reservations and showed up to LAX to check in to be told we had no reservations even though we had a VivaAerobús conformation number and a picture of the email. The ticket agents in LAX then said they wouldn't help us we had to call but no one to call and help us so luckily volaris had a flight leaving 20 min later so we just flew them. So unhelpful and terrible customer service. This is the 2nd time they have pulled stuff on us.,,Family Leisure,Economy Class,Los Angeles to Mexico City,September 2021,,,,1.0,,,1.0,no
22185,VivaAerobús,1,"""Avoid at all cost""",13th September 2021,False,"  Worst travel experience imaginable. Purchased my flight for my family received email confirmation. Checked my bank statement and the total cost of the trip was deducted from my debit card. Arrived to the airport 3 hours in advance as I was traveling with a group and returning a rental from hertz that I purchase with the exact same debit card as my families tickets. When I arrived to check in , was informed our flights were canceled due to an issue with my card. Ticket counter advised to call customer service Called my banking institution first, they assured me nothing was wrong with my account and to check with the vendor Called the airline. Spoke to customer service, i was informed nothing could be done and my funds would return in 3 days. I begged for a solution as I was stranded. Customer service instructed me nothing could be done. I was told the situation was my fault and to sleep in the airport until my funds returned if necessary. No travel credit, nothing. Never have I ever been treated so poorly.  I called volaris airlines after and they provided me with a solution because they cared about keeping me as a customer. My family went home same day thanks to another airline. Vivaaerobus is the worst service you can choose for you and your family especially as I foreigner traveling in Mexico. Avoid at all cost.",,Family Leisure,Economy Class,Mexico City to Mazatlan,September 2021,,,,1.0,,,1.0,no
22186,VivaAerobús,1,"""the worst airline ever""",18th August 2021,False,"  Our flight (flight 167) was suppose to depart at 10:50am, but due to technical issues we were inside the plane up to un hour with no A/C inside, until they decided that we to leave the plane. The next option was to wait until next flight which was until 8:30pm. So we decided to wait until then, but we did ask for a food benefit due to it was a technical issue on their side, they just said we take care of if just be patient. Long story short, it has been more than 6 hours and we still haven’t received any food. I spoke with the manager, which by the way the Manager was pretty rude, because when I went to ask her what was happening, she just continued saying they were still working on it, so obviously told her that was not enough, that they were leaving a whole flight without food. And she just: “you can place a complaint with customer service”, like if that was going to resolve the issue. By the other hand, how is it possible they they don’t have spare planes or have support with other airlines to cover each other’s back when needed. This has been the worst airline ever.",,Family Leisure,Economy Class,San Antonio to Mexico City,August 2021,1.0,1.0,,1.0,,,1.0,no
22187,VivaAerobús,1,"""Worst traveling experience ever""",27th July 2021,False,"  Worst traveling experience ever! First my flight time was changed with no notice whatsoever, second I arrived at the airport 3 hours prior to my flight only to be told that I didn’t have a seat and was possibly going to have to take a later flight. Once given my assigned seat, it took an hour to board. Very unorganized and very rude staff. Never again will I travel with this airline.",,Family Leisure,Economy Class,Guadalajara to Tijuana,July 2021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22188,VivaAerobús,1,"""wouldn’t let my dog on board with me""",18th July 2021,False,"  I flew to Mexico City from New York City with my dog. He was in his carrier and under the seat the entire time without issue. He was checked in at JFK International Airport, again, with no problem. Our flight itself was delayed an hour because the arriving plane was late and then it felt like we sat on the tarmac for another hour before taking off. The real issue was when attempting to check in for my flight from Mexico City to Guadalajara. The ground staff wouldn’t let my dog on board with me, despite no issues on the previous (and much longer) leg of the journey. The woman kept repeating that the airport in Mexico City is an international airport so they have stricter rules. How do you think I got to Mexico? A domestic flight?? What a scam. I will never fly viva again, and based on this and the other reviews here, I would recommend everyone else stay away too.",,Couple Leisure,Economy Class,New York City to Mexico City,July 2021,1.0,2.0,1.0,1.0,,,1.0,no
22189,VivaAerobús,1,"""just use another airline""",8th July 2021,False,  We are going from Cancun to Mexico city (right now) suddenly all flights to Mexico is delayed 5h. The message showed up when we were going to the gate to board. No information before that. The explanation we received after asking why it is delayed: 3 planes is out for maintenance .. can you please explain why you waited this long with communicating this? This is a total ripoff and not something you suddenly decide to do. This was a scheduled and planned move by Viva Aerobus. We are losing money because of this and I was offered a 100 peso food ticket .. just ridiculous. To all that reads this please just use another airline if you haven't booked through this company yet.,,Couple Leisure,Economy Class,Cancun to Mexico,July 2021,,,,1.0,,,1.0,no
22190,VivaAerobús,1,"""it's not worth the poor service""",2nd July 2021,True,"  Arrived at the airport, got to the gate 90 minutes before flight. Lax-mty-cuu, 1 hour before flight, announcement that flight was canceled. Few were accommodated to another flight to gdl, others were refund, or rebook another day. One ticket agent to Handle entire flight. 2 1/2 hrs later, I was with the agent, after insisting that I needed to be in cuu by Monday, they booked me lax-mex-cuu. 9 hour layover in mex. Absolutely no compensation whatsoever. No food voucher, no future credit (that I'd never use for this airline). Worst service ever. Flight was canceled because inbound previous flight was delayed to the point customs & immigration was closed, and aircraft was not available. As far as value for money, it's not worth the poor service. I'm obligated to give a minimum of 1 star, really, 0 or n/a is appropriate.",,Solo Leisure,Economy Class,Guadalupe to Monterrey,July 2021,1.0,1.0,,1.0,,,1.0,no
22191,VivaAerobús,1,"""You will not get a refund""",2nd July 2021,False,"  Do not book with Viva. I booked a flight to Los Cabos from Tijuana a few months in advance of my vacation. 2 weeks before my scheduled flight, they emailed me saying that my outgoing flight was cancelled and I was put on a much later flight. I accepted the change. The following day, I was told that my incoming flight was cancelled and there were no other direct flights. All other flights available that day were 8+ hours in duration. I asked for a refund and they said that I could not get a refund as it was not one of the 27 reasons why they give refunds. Keep in mind that they changed and cancelled my flight. Not me. I even had purchased the refund insurance for protection. Still, I could not get a refund. I will be calling my credit card for help. Be warned. Viva changes your flights last minute. You will not get a refund even if you get the insurance.",,Family Leisure,Economy Class,Tijuana to Los Cabos,July 2021,,,,,,,1.0,no
22192,VivaAerobús,1,VivaAerobús customer review,1st July 2021,True," Their flights coming out of Houston are always delayed 1-2 hours. Literally every time I fly with them and they don’t really seam to care. In addition to that, they close their ticketing counter one hour before the flight because the people that run the gate desk are the same ones that work at the check in counter. So if you are running late, you won’t be able to check in, even though you know the flight is going to be delayed for an hour and a half! They also cancel flights if they’re not a certain percentage full. They really just don’t care about their customers.",,Solo Leisure,Economy Class,Houston to Monterrey ,July 2021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22193,VivaAerobús,1,"""I asked for a refund and they said no refunds""",30th June 2021,False,"  We booked flights to Mexico City for July 4th weekend, and today I get an email saying our flight is cancelled. I called into Viva Aerobus customer support and they said that there was no reason listed as to why the flight was cancelled but that they can book me a flight out of a different city (San Antonio), which is about 100 miles away. I asked for a refund and they said no refunds. They offered a voucher to be used within 80 days but I refused this offer. Why would I want to book with this carrier again if they cancel flights with no notice and don't offer refunds? The agent wouldn't allow me to speak to a supervisor and was very rude and not helpful. I went ahead and disputed the cost of the tickets through my credit card company. I hope if this happens to other travelers that they each let their credit card company know so that eventually VISA or Mastercard stop providing payment services to them. Worst airline ever.",,Business,Premium Economy,Austin to Mexico City ,June 2021,1.0,1.0,,1.0,,,1.0,no
22194,VivaAerobús,1,"""Horrible, unprofessional airline""",24th June 2021,False,"  Horrible, unprofessional airline they could never solve me about a change in my ticket I always travel with them and I never use this line again, it is the worst I have ever known, I hope they do something about it because I am not the first person to complain about this line. professional and unfriendly. And we are delayed to within the plane 45 minutes I do not know what happens, this is horrible. I will never use this line again. Horrible aerolínea nada profesionales nunca me pudieron resolver lo de un cambio de mi ticket siempre viajo con ellos ya no vuelvo usar esta línea es la peor que he conocido espero hagan algo al respecto porque no soy la primera persona que se queja de esta línea no son profesionales y nada amables . Y estamos retrasados a dentro del avión 45 min no se qué pasa esto es horrible. Jamás vuelvo a usar esta línea.",,Couple Leisure,Economy Class,Houston to Monterrey,June 2021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22195,VivaAerobús,1,"""doesn't have any type of organization""",22nd June 2021,True,  VivaAerobús doesn't have any type of organization whatsoever when it comes to luggage. This is the 3rd time in the same month that they don't deliver it my destination. This is very frustrating when you fly and don't have your stuff with you. Its a very unfortunate inconvenience.,,Family Leisure,Economy Class,Chicago to Guadalajara,June 2021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22196,VivaAerobús,9,"""professional and friendly""",18th June 2021,True,  A great trip. I liked the ground and cabin staff they were very professional and friendly. Although the food service was somewhat expensive it was worth every cent my ticket to visit my family in Mexico City. ,Airbus A321neo,Solo Leisure,First Class,Tijuana to Mexico City,May 2021,2.0,5.0,2.0,5.0,,,4.0,yes
22197,VivaAerobús,1,"""Worst customer service I have received""",6th June 2021,True,"  My flight had my maiden name, they cancelled the entire flight instead of helping me with the name change. Then instructed me to repurchase my entire round trip. Their 4 Hour policy did not apply. Worst customer service I have received from an airline. Extremely unprofessional customer service agents",,Solo Leisure,Economy Class,Houston to Guadalajara,June 2021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22198,VivaAerobús,1,"""goes through several shady practices""",5th June 2021,False,"  I recently visited Mexico and I didn't have any issue going to my destination. Although the boarding started later than expected at DFW, I wasn't surprised. However, on my way back it was a different story. I arrived at the airport in Monterrey and got my covid test. I went to check in and the representative canceled my flight although I had a negative result without even telling me the trick she had just pulled. However, she advised me to continue to security and I even waited an hour to board, when it was time to board I wasn't allowed to board because the customer service representative had canceled my flight without even notifying me. The representatives didn't know what to say but they said they will give me a ticket for the next flight to my destination. Upon arriving to speak to management, the manager sent me to sales and sales sent me to the same customer representative who canceled my seat. She then proceeded to say I'd be lucky if she could give me a flight for the next day or two. She was beyond unprofessional and rude while continuously laughing at my situation. I decided to not waste my time with them. I had to buy another ticket to my destination and the American Airlines personnel were a delight unlike everyone I had to deal with VivaAerobús. VivaAerobús goes through several shady practices and flying with them is a risk I'm never taking again.",,Solo Leisure,Economy Class,,June 2021,1.0,1.0,,1.0,,,1.0,no
22199,VivaAerobús,1,"""We regretted we didn’t get Aeromexico tickets""",31st May 2021,False,"  Firstly the flight was delayed for 5h rs. No announcements were made. We found out about this just accidentally checking the incoming flight on the flight radar. I guess airlines in MX are not obligated to take care of passengers in case of delays, but come on delayed flight for 5hrs, which leaves at 11pm (ATD 3.50 am) and you just say sorry, no food coupons, or at least informing us so we could leave our hotel later for the flight. Our transfer service in Cancun was cancelled because the driver couldn’t pick us up so late. We lost one day in Cancun because we just slept all day after a sleepless night and you just say “sorry”. Very disappointed but that's not all! I guess there were lots of security violations (letting people store their hand luggage in front of them in the first row, somehow safety demo was only in Spanish). Overall, all PA’s were in Spanish, despite lots of English speaking passengers onboard. Crew just chooses to ignore them and speaks only in Spanish. We regretted we didn’t get Aeromexico tickets, and decided to go cheap. That was a lesson for us to learn. Never again!",,Couple Leisure,Premium Economy,Mexico City to Cancun,May 2021,2.0,1.0,1.0,1.0,,,1.0,no
22200,VivaAerobús,1,"""This is by far the worst airline""",31st May 2021,False,"  This is by far the worst airline I’ve had the displeasure of flying with. My flight was changed by the airline and they never notified me about it, yet they said because I had purchased the flight through a third party that it was in fact the absence that had changed my flight. Now, I find that hard to believe and think that the airline had overbooked their flight and bumped me off. I get to the airport and explain that I never received any email notification regarding my flight changed and they would not budge. They didn’t even consider putting me on standby and they told me that my only option was to take a 10:40pm flight (I arrived at the airport at 12pm) and I would have to pay the difference which ended up being close to $200. In total, I spent a bunch of money and wasted a ton of time (10 hours to be exact.) The airline is insanely disorganized, flights are always late because they don’t know how to board people on the plane properly and they will charge you for any and every thing. I would run for the hills before flying with this airline again. Not only that, but the customer service agents in the Cancun airport that work for Viva were not willing to help me at all. They really couldn’t give a damn as much as I tried to make my case and showed them evidence on my phone that my flight had been changed without me being notified.",,Solo Leisure,Economy Class,Cancun to Mexico City,May 2021,1.0,1.0,,1.0,,,1.0,no
22201,VivaAerobús,1,"""Worst customer service I've ever seen""",24th May 2021,False,"  Horrific customer service. Apparently their Terms & Conditions state no refunds, but any reasonable airline honors refunds for flight cancellations. I booked a direct flight in June 2021 from La Paz to Monterrey for a Wedding and my flight was canceled (not rescheduled, just canceled). The only other options that day added an additional cost (at least $100+ USD) and anywhere between 8-20 hours of flight/layover time. Obviously, this didn't work, because I was going to a wedding and depending on flight would have booked additional accommodations in another layover city or miss the wedding. Neither of which worked. I called and spoke with the airline and was told no refund. I spoke with an airline supervisor who said the same. I told him the situation and he had zero sympathy and said to feel free to call my bank to dispute but he would not refund. They give you 2 options when they cancel your flight: 1) An electronic flight certificate. 2) Flight change. Neither options worked cause I'd miss a wedding or add 8+hrs to travel (flight originally booked was 2hrs direct, so this wasn't even close to comparable). Worst customer service I've ever seen.",,Solo Leisure,Economy Class,La Paz to Monterrey ,May 2021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22202,VivaAerobús,1,"""Worse experience ever""",3rd May 2021,True,  Guadalajara to Chicago . Do not fly with them just cause it’s cheaper. They make up for it by getting you with every little thing while you are about to board. Worse experience ever. Will never be using them again.,,Solo Leisure,Economy Class,Guadalajara to Chicago ,May 2021,1.0,1.0,,1.0,,,1.0,no
22203,VivaAerobús,1,"""horrible and frustrating experience""",30th April 2021,False,"  Our flight from Mexico City to Oaxaca was cancelled due to an airport shut down in Oaxaca. We didn't learn about this cancellation until we were at the airport, and the agents at the airport were not helpful at all! Instead of giving us all of the information, they wanted to re route our flight to another city that was 7 hours away. I received an email from Viva Aerobus after the flight time communicating the change, as well as providing the option of receiving the full refund in a voucher. However, when I called their customer service they refused to honor this, since ""the airline did not cancel the flight."" After some debate the agent confirmed that they will be honoring the voucher, he would get the process started and I should be hearing back in the next 24 hours. After not getting any communication from Viva, I called their customer service number the next day. At this point, the customer service agent continued to tell me that they will not be giving a refund voucher in this instance, due to the ""airline not cancelling the flight."" Even though I had an email from Viva Aerobus that I will be receiving the 100% of what I payed for in a voucher, and the customer agent telling me that he is generating the voucher the first time I called. This has been such a horrible and frustrating experience, and they do not deserve anyone's business.",,Couple Leisure,Economy Class,Mexico City to Oaxaca,April 2021,,,,1.0,,,1.0,no
22204,VivaAerobús,1,"""the worst airline ever""",16th April 2021,True,"  This is the worst airline ever, the staff that day were extremely rude and knew I had walked in through security and was sent to immigration which was far away. When i try to go back to my flight the security that day refused to let me in because I was 1 min late even though i explained my situation. Please people do not buy airplane tickets from this airline you will regret it. ",,Solo Leisure,Economy Class,Mexico City to New York JFK,March 2021,1.0,1.0,,1.0,1.0,1.0,1.0,no
22205,VivaAerobús,1,"""comply with their baggage policy""",10th February 2021,False,"  Make sure you comply with their baggage policy, weight and size. They check just before boarding at the gate. Better pay beforehand, the rates should be better. My backpack was a few cm to big and the extra payment was almost equal to the ticket price itself (850 pesos). The viva employee became aggressive right away, I even didn't complain. I knew my backback was too big (it has a metal frame) though it fits even in the smaller Embraer planes and this was an Airbus. ""You want to fly without your backpack or pay.."" ""so you want to leave it here"" and so on. Another flight with this company got cancelled. I will fly Aeromexico whenever possible instead, the cost is the same in the end. The plane was a new Airbus320neo.",A320neo,Solo Leisure,Economy Class,Mexico City to Puerto Escondido,February 2021,2.0,3.0,1.0,1.0,,,1.0,no
22206,VivaAerobús,1,"""never book with them again""",9th February 2021,False,"  Do not book with them - Chances are flights will be extremely delayed or cancelled. We were supposed to fly with this airline on a Sunday night. We were sitting at the gate already when we were told our flight is delayed two hours. Okay, not a big deal. After two more hours of waiting we were told the airplane has technical issues and they're fixing them now and that they're updating us very soon. Another two hours passed. People were starting to get angry, everyone had been waiting for over four hours already. Finally after midnight  we were told that the flight is cancelled and that we should all go home and come back at 9am because the flight will leave at 11am the next day instead. We had to pay our own transport to the closest hotel (which in Tuxtla is a 40min cab ride) and also our own hotel. We came back the next morning at 9am as they told us to (after not getting a lot of sleep) and we were told right away that the flight will be another two hours delayed. In the end that wasn't even true- We had to spend all day at the airport and the flight finally went at 5pm (so another 9h at the airport). Absolutely awful experience. Employees are terrible and were deliberately withholding info from us. We weren't offered any sort of compensation either. They basically wasted 1.5 days of our lives for no reason. I've also heard from other passengers that Viva is always delayed for hours (in our case it was a 21h delay!). Will for sure never book with them again.",,Couple Leisure,Economy Class,Tuxtla to Cancun,February 2021,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22207,VivaAerobús,1,"""did not accept our valid COVID tests""",31st January 2021,False,"VivaAerobus did not accept our valid COVID tests we received within the 72 hour limit. They made up reasons as to why it was invalid. First it was “the doctors name isn’t on it” and second “it doesn’t say antigen” The tests were valid and approved with the official Mexican government stamp. No where on their list of requirements does it say these reasons as to why the test would be invalid. Then they tell you to go to leave the airport and go to the Marriott to take their Covid test.  We didn’t do it. They will find a way to inconvenience you. We rebooked another flight on United, they accepted our Covid tests as valid.",,Couple Leisure,Economy Class,Mexico City to New York city,January 2021,,,,1.0,,,1.0,no
22208,VivaAerobús,1,"""they never call""",29th December 2020,True," If you planing to save some bucks by using VivaAerobús let me tell you to think twice. I have 2 pieces of baggage lost for a week from my flight from Guadalajara to Chicago. I have placed multiple phone calls, emails and social media messages and still nothing. All they said is wait for a call and they never call. I suggest you spend more on another airline rather than this garbage. Airplanes are old, most of the time it is delays for technical issues, and now missing baggage. Not even Volaris is this irresponsible.",,Family Leisure,Economy Class,Guadalajara to Chicago,December 2020,1.0,2.0,1.0,1.0,,,1.0,no
22209,VivaAerobús,1,"""worst airline I have ever experienced""",9th December 2020,True,"  This is the worst airline I have ever experienced. The customer service is atrocious. I arrived in plenty of time to board my flight. The online check in service wasn’t working, which staff admitted had been a problem all day, and so I needed to obtain my boarding pass. I waited in this ridiculously long line and arrived with more than an hour until my flight. Customer service told me I could not check in, despite not having checked baggage they continued to tell me I was too late. This is more than hour before my flight leaves.. we continued arguing until 50 mins before my plane would leave and they refused to help me. Told me I could not have a refund but I could purchase a new ticket to leave 2 days later. I had more than enough time to board the plane still and they would not do anything for me. I had to cover the costs of a hotel and a new flight with a different airline the next day costing me hundreds. I emailed in to discuss this with the company and they again just refused to help me. Awful customer service and I will never use them again.",,Solo Leisure,Economy Class,Mexico City to Puerto Escondido,November 2020,,,,1.0,,,1.0,no
22210,VivaAerobús,1,"""you have to pay overweight""",6th December 2020,True,"  We were traveling with just backpacks and handbags at the time of check in we were asked if we check in any luggage for which we were not just personal items as the check in person confirmed then she give us our boarding passes and instructions, but at the time of boarding the plane staff asked me for payment saying that I was having 2 personal items which was my backpack and my funny belt. She asked me to pick one or another or pay for an extra item so politely asked if she can reconsider for what she just ignored me and start calling other passengers.  I ask if I can talk to a supervisor she said yes then move aside to talk on the radio then she asked my daughter to insert her backpack in a metal measuring cage which she did with a little trouble for what she said that item will have pay. I try to talk to her showing her fit my daughters backpack in and out  she said “if you want your backpack in the plane you have to pay overweight or just lose it”. when superior arrive he was carrying a credit card payment device, I try to explain the situation for what he didn’t let me finish saying here is a copy of the items and dimensions your ticket allowed you to carry. I took my funny belt out of my waist and put it in side my backpack thinking this is so stupid since is going to be inside the plane anyway.",,Family Leisure,Economy Class,Mexico City to Guadalajara,November 2020,3.0,3.0,,1.0,,,3.0,no
22211,VivaAerobús,1,"""not respected any kind of social distancing""",28th November 2020,True,"  A terrible service, was not respected any kind of social distancing all piled up in rows of three passengers all seats full, incredibly an attack on the health of all passengers, I hope we all leave this flight healthy God help us!  Un pésimo servicio no se respetaron ningún tipo de distanciamiento social todos amontonados en filas de tres pasajeros todos los asientos llenos , increíblemente un ataque a la salud de todos los pasajeros, ojalá todos salgamos sanos de este vuelo Dios nos Ayude!!",,Solo Leisure,Economy Class,Los Angeles to Guadalajara,November 2020,1.0,1.0,,1.0,,,1.0,no
22212,VivaAerobús,1,"""Horrible customer service""",9th November 2020,True,"  Worst airline. They are so desperate for money they charge for everything. I paid for luggage that got checked for weight and got check all the time. They targeted us since we left Cancun I saw the paper they target us we fit everything, they said regarding regulations, and they threaten  us that If we didn't pay something they would not let us board. We ended up paying because we didn't want to miss the flight. Horrible customer service.",,Family Leisure,Economy Class,Mexico City to Tijuana,November 2020,1.0,1.0,,1.0,,,1.0,no
22213,VivaAerobús,1,"""I basically just wasted my time and money with them""",1st November 2020,True," I purchased insurance on my flight tickets. My first flight got delayed twice (long story short I was going to have to cancel this flight, because I wasn’t going to make it on time). I kept trying to call to cancel and never got through to anyone. About 2 hours before the flight time (still in time to cancel according to the insurance policies) I sent an email requesting to cancel and get a refund. Customer service kept giving me different excuses of why I couldn’t get a refund or save my flight to be used another time. I sent them all the documents they asked for to show that it was a legit reason, but I basically just wasted my time and money with them.",,Solo Leisure,Economy Class,Mexico City to Reynosa,October 2020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22214,VivaAerobús,2,"""a deliberate action in order to get money""",19th October 2020,True," VivaAerobus employees extort money when passengers board the plane. We bought a baby package, which includes priority boarding, a stroller and additional luggage weighing up to 10 kg. Three inspectors on flight VB1016, Mexico City-Cancun, October 18, 2020, tried to prove to me for 20 minutes that the extra baggage is not included and I have to pay for it. It is impossible to imagine that they did not know this, because it is practically the only thing that they should know. Obviously, this is a deliberate action in order to get money. Their aggressive behavior and psychological pressure leads to the passenger not arguing and paying. I had to go to the company's website and find in the rules what is included in this children's package, but how many will do it, being stressed before the flight? After showing them what was included on the airline's website, they hid their badges and evaporated. I hope this is not a deliberate policy of the company and these people will be found.",A340,Family Leisure,Economy Class,Mexico City to Cancun,October 2020,1.0,4.0,,1.0,,,4.0,no
22215,VivaAerobús,1,"""Not dependable airline at all""",2nd September 2020,False, Not dependable airline at all booked my flight back home a month in advance and when I get to the airport the flight has been canceled with out any warning they state they sent out a. Email and I never received it. I was left stranded in a foreign country with. No help they refuse to offer any other options at the kiosk at the airport other than give me credit for their next available flight which was over a month later so I called the 1800 number and they were just as useless I had to pay 400usd with a different airline for the following day leaving me in the streets over night all because the airline could do nothing or offer any other options the supervisors were just as rude as the workers if not worst. How stressful it was to sleep in the airport floor over night and they could not give a care in the world,,Solo Leisure,Economy Class,Guadalajara to Houston,September 2020,,,,1.0,,,1.0,no
